ID	code_num2	code_name	Code_ID	Questionnaire Name (Tool)	Author	Year	Concept	Question	user_id	question_source_id
5453	2A4	Task Compatibility	61	Some Antecedents and Effects of Trust in Virtual Communities	Ridings	2002	Desire to Give Information	I come to this bulletin board to give other participants information I know about a particular subject	0	0
5454	1B1	Layout	40	An Empirical Investigation of Employee Portal Success	Urbach	2010	System Quality	Our employee portal is easy to navigate	0	0
5455	1B1	Layout	40	An Empirical Investigation of Employee Portal Success	Urbach	2010	System Quality	Our employee portal allows me to easily find the information I am looking for	0	0
5456	1B1	Layout	40	An Empirical Investigation of Employee Portal Success	Urbach	2010	System Quality	Our employee portal is well structured	0	0
5457	2D	Ease of Use	19	An Empirical Investigation of Employee Portal Success	Urbach	2010	System Quality	Our employee portal is easy to use	0	0
5458	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	System Quality	Our employee portal offers appropriate functionality	0	0
5459	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	System Quality	Our employee portal offers comfortable access to all the business applications I need	0	0
5460	1D6	Relevant Content	55	An Empirical Investigation of Employee Portal Success	Urbach	2010	Information Quality	The information provided by our employee portal is useful	0	0
5461	1D8	Clarity	57	An Empirical Investigation of Employee Portal Success	Urbach	2010	Information Quality	The information provided by our employee portal is understandable	0	0
5462	1D6	Relevant Content	55	An Empirical Investigation of Employee Portal Success	Urbach	2010	Information Quality	The information provided by our employee portal is interesting	0	0
5463	1D5	Trusted	54	An Empirical Investigation of Employee Portal Success	Urbach	2010	Information Quality	The information provided by our employee portal is reliable	0	0
5464	1D4	Level of Detail	53	An Empirical Investigation of Employee Portal Success	Urbach	2010	Information Quality	The information provided by our employee portal is complete	0	0
5465	1D1	Up to Date Content	50	An Empirical Investigation of Employee Portal Success	Urbach	2010	Information Quality	The information provided by our employee portal is up-to-date	0	0
5466	2E3	Efficiency	73	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the work processes efficiently	0	0
5467	1E	System Reliability	11	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the work processes reliably	0	0
5468	1D2	Accurate Content	51	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the work processes accurately	0	0
5469	2D	Ease of Use	19	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the easy initiation of work processes	0	0
5470	2A1	Compatible Mental Models	58	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the work processes in a way that allows one to understand them	0	0
5471	2B2A	Memory Loading	107	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the work processes in a way that allows one to trace them	0	0
5472	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Quality	Our employee portal supports the work processes fully	0	0
5473	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal enables an easy and comfortable communication with my colleagues	0	0
5474	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal supports an effective and efficient sharing of information with my colleagues	0	0
5475	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal enables a comfortable storing and sharing of documents with my colleagues	0	0
5476	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal allows me to easily and quickly locate my colleagues’ contact information	0	0
5477	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal allows me to enter my competence profile easily and in a structured way	0	0
5478	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal enables me to identify experts within my organization easily and quickly	0	0
5479	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Collaboration Quality	Our employee portal supports an effective networking between the members of my organization	0	0
5480	1C3	External Help Processes	46	An Empirical Investigation of Employee Portal Success	Urbach	2010	Service Quality	The responsible service personnel are always highly willing to help whenever I need support with the employee portal	0	0
5481	1C3	External Help Processes	46	An Empirical Investigation of Employee Portal Success	Urbach	2010	Service Quality	The responsible service personnel provide personal attention when I experience problems with the employee portal	0	0
5482	1C3	External Help Processes	46	An Empirical Investigation of Employee Portal Success	Urbach	2010	Service Quality	The responsible service personnel provide services related to the employee portal at the promised time	0	0
5483	1C3	External Help Processes	46	An Empirical Investigation of Employee Portal Success	Urbach	2010	Service Quality	The responsible service personnel have sufficient knowledge to answer my questions in respect of the employee portal	0	0
5484	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Retrieve information	0	0
5485	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Publish information	0	0
5486	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Communicate with colleagues	0	0
5487	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Store and share documents	0	0
5488	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Retrieve your colleagues’ contact information	0	0
5489	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Retrieve competence profiles	0	0
5490	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Network with colleagues	0	0
5491	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Use	Execute work processes	0	0
5492	2A3	Job Compatibility	60	An Empirical Investigation of Employee Portal Success	Urbach	2010	User Satisfaction	How adequately does the employee portal support your area of work and responsibility?	0	0
5493	2E3	Efficiency	73	An Empirical Investigation of Employee Portal Success	Urbach	2010	User Satisfaction	How efficient is the employee portal?	0	0
5494	2E2	General Opinion	20	An Empirical Investigation of Employee Portal Success	Urbach	2010	User Satisfaction	How effective is the employee portal?	0	0
5495	2E2	General Opinion	20	An Empirical Investigation of Employee Portal Success	Urbach	2010	User Satisfaction	Are you satisfied with the employee portal on the whole?	0	0
5496	3B3	Speed of Tasks	81	An Empirical Investigation of Employee Portal Success	Urbach	2010	Individual Impact	The employee portal enables me to accomplish tasks more quickly	0	0
5497	3C	Impact on Work Output	24	An Empirical Investigation of Employee Portal Success	Urbach	2010	Individual Impact	The employee portal improves my job performance	0	0
5498	3C1	Quantity Output	85	An Empirical Investigation of Employee Portal Success	Urbach	2010	Individual Impact	The employee portal increases my productivity	0	0
5499	3C5	Feeling of Control	89	An Empirical Investigation of Employee Portal Success	Urbach	2010	Individual Impact	The employee portal enhances my job effectiveness	0	0
5500	3C4	Easier Work	88	An Empirical Investigation of Employee Portal Success	Urbach	2010	Individual Impact	The employee portal makes it easier to accomplish tasks	0	0
5501	2A3	Job Compatibility	60	An Empirical Investigation of Employee Portal Success	Urbach	2010	Individual Impact	The employee portal is useful for my job	0	0
5502	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Organizational Impact	The employee portal has helped my organization improve the efficiency of internal operations	0	0
5503	3C2	Quality Output	86	An Empirical Investigation of Employee Portal Success	Urbach	2010	Organizational Impact	The employee portal has helped my organization improve the quality of working results	0	0
5504	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Organizational Impact	The employee portal has helped my organization enhance and improve coordination within the organization	0	0
5505	3B6	Communication Impacts	84	An Empirical Investigation of Employee Portal Success	Urbach	2010	Organizational Impact	The employee portal has helped my organization enhance and improve collaboration within the organization	0	0
5506	4E	Organization Professional Image	30	An Empirical Investigation of Employee Portal Success	Urbach	2010	Organizational Impact	The employee portal has helped distinguish my organization from similar organizations	0	0
5507	4E	Organization Professional Image	30	An Empirical Investigation of Employee Portal Success	Urbach	2010	Organizational Impact	The employee portal has helped my organization make itself an overall success	0	0
5508	5A4	Perceived Competence	96	An Empirical Investigation of Employee Portal Success	Urbach	2010	Knowledge Intensity	A high level of complex knowledge and understanding is required to perform my regular work	0	0
5509	5A4	Perceived Competence	96	An Empirical Investigation of Employee Portal Success	Urbach	2010	Knowledge Intensity	I need a great deal of information to accomplish my tasks	0	0
5510	5A4	Perceived Competence	96	An Empirical Investigation of Employee Portal Success	Urbach	2010	Knowledge Intensity	My job can be considered as very knowledge intensive	0	0
5511	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Standardization	The tasks I have to accomplish to do my job are largely repetitive	0	0
5512	5A4	Perceived Competence	96	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Standardization	The activities of my work processes are transparent and comprehensible	0	0
5513	2A4	Task Compatibility	61	An Empirical Investigation of Employee Portal Success	Urbach	2010	Process Standardization	My job is characterized by a high degree of process standardization	0	0
5514	4B	Management Expectations	27	An Empirical Investigation of Employee Portal Success	Urbach	2010	Management Support	My supervisor actively encourages me to use the employee portal	0	0
5515	4B	Management Expectations	27	An Empirical Investigation of Employee Portal Success	Urbach	2010	Management Support	My organization’s leadership explicitly supports the employee portal’s use	0	0
5516	2B1	Learning	64	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	User Friendliness	It is easy for me to learn to operate this social networking website 	0	0
5517	2B1	Learning	64	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	User Friendliness	It is easy to become skillful at using this social networking website 	0	0
5518	2A5	Flexibility	62	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	User Friendliness	It is flexible to interact with this social networking website 	0	0
5519	1B1	Layout	40	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Navigability	All links in this social networking website are active	0	0
5520	1B1	Layout	40	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Navigability	It is easy to go back and forth while browsing this social networking website	0	0
5521	1B1	Layout	40	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Navigability	I find no navigation errors in this social networking website 	0	0
5522	5A2B	Privacy	112	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Security/Privacy	This social networking website has a strong privacy policy	0	0
5523	5A2B	Privacy	112	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Security/Privacy	This social networking website has a strong security policy	0	0
5524	5A2B	Privacy	112	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Security/Privacy	This social networking website does not use my personal data for other purposes 	0	0
5525	1F	Speed	12	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Efficiency	This social networking website loads quickly	0	0
5526	1F	Speed	12	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Efficiency	Searching function of this social networking websites is quick	0	0
5527	2F1	Customizing	76	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Efficiency	This social networking website provides customized applications 	0	0
5528	2E5	Absorption in Activity	75	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Entertainment	I feel sociable when I use this social networking website	0	0
5529	2E5	Absorption in Activity	75	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Entertainment	I feel happy when I use this social networking website	0	0
5530	2E5	Absorption in Activity	75	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Entertainment	I can enjoy myself by using this social networking website 	0	0
5531	1A	Visuals	7	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Website Appearance	This social networking website has a visually appealing design	0	0
5532	1A	Visuals	7	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Website Appearance	The display pages within the social networking website are easy to read	0	0
5533	1I	Features	15	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Website Appearance	This social networking website has different languages support 	0	0
5534	1I	Features	15	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Community Drivenness	This social networking website offers opportunity to discover new friends	0	0
5535	1I	Features	15	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Community Drivenness	While using this social networking website I can also reconnect with old friends that I lost contact with	0	0
5536	1I	Features	15	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Community Drivenness	This social networking websites makes possible easy reach of friends 	0	0
5537	2E2	General Opinion	20	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Quality Perception	My overall evaluation of attributes of this website is superior	0	0
5538	2E2	General Opinion	20	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Quality Perception	My overall evaluation of attributes of this website is inferior	0	0
5539	2E2	General Opinion	20	Key Quality Factors Affecting Users’ Perception of Social Networking Websites	Ellahi	2013	Quality Perception	The quality of this website is same as that I wanted 	0	0
5540	2D	Ease of Use	19	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Usability	I feel that it is easy to work with our SCP	0	0
5541	2B2	Task Compatibility	61	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Usability	It is easier and quicker to read and get knowledge about a patient who is cared for according to an SCP than a patient without an SCP 	0	0
5542	2B2	Task Compatibility	61	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Usability	It is easier to see what has been done when the patient has an SCP than if not 	0	0
5543	3C5	Feeling of Control	89	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Usability	The use of an SCP helps me to structure my work so that nothing gets forgotten	0	0
5544	2D	Ease of Use	19	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Usability	I feel that it is easy to work with the SCP at our ward 	0	0
5545	3B3	Speed of Tasks	81	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Documentation	I feel that it is quicker to document in an SCP than in traditional patient records 	0	0
5546	2D	Ease of Use	19	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Documentation	I feel that it is easy to document in an SCP 	0	0
5547	3C4	Easier Work	88	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Documentation	I feel that repeated documentation has decreased with the use of SCP 	0	0
5548	2A5	Flexibility	62	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Documentation	My documentation is restricted when I work according to the SCP 	0	0
5549	3C4	Easier Work	88	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Documentation	It is easier to see what is to be done when the patient has an SCP than if the documentation consists of notes of nursing care 	0	0
5550	3B5	Time on Patient	83	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	I feel that I have more time for near patient related care since the SCP was implemented at my ward 	0	0
5551	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	I get a quick overall view about the patient’s condition when using an SCP 	0	0
5552	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	I feel that patients cared for according to an SCP to a greater extent get care of high quality and safety 	0	0
5553	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	I do not make steps from the SCP if the patients condition doesn’t need an ICP	0	0
5554	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	I have greater trust in my own work experience than in the content of the SCP	0	0
5555	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	The knowledge guide has been helpful for me to understand why we are to care for the patient according to what is written in the SCP	0	0
5556	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	It is easier to a new nurse to care for a patient with an SCP than without	0	0
5557	3B4	Quality Care	82	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	The use of an SCP facilitates the introduction of new nurses	0	0
5558	1D5	Trusted	54	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Quality of Care	I was informed that the guide of knowledge is supposed to be based on evidence	0	0
5559	2B	Implementation	17	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Implementation Process	I was well aware of what an SCP was when it was time to start using it	0	0
5560	2B	Implementation	17	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Implementation Process	I got ongoing information about the SCP development process	0	0
5561	2B	Implementation	17	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Implementation Process	I felt well informed about the expected side effects of the SCP	0	0
5562	3C5	Feeling of Control	89	Development and Implementation of a Standardized Care Plane For Carotid Endarterectomy	Svensson	2012	Implementation Process	I felt like I participated in the SCP development process	0	0
5563	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Expressive	Original	0	0
5564	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Classical	Clean	0	0
5565	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Expressive	Sophisticated	0	0
5566	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Classical	Clear	0	0
5567	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Expressive	Fascinating	0	0
5568	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Expressive	Creative	0	0
5569	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Expressive	Uses special effects	0	0
5570	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Classical	Pleasant	0	0
5571	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Classical	Symmetrical	0	0
5572	1A	Visuals	7	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Aesthetics: Classical	Aesthetic	0	0
5573	3D	Convenience	25	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Convenient	0	0
5574	1B3	Intuitive Use	42	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Easy orientation	0	0
5575	2E2	General Opinion	20	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Satisfactory	0	0
5576	2E3	Efficiency	73	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Efficient	0	0
5577	2D	Ease of Use	19	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Easy to use	0	0
5578	1B1	Layout	40	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Easy to navigate	0	0
5579	1B1	Layout	40	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Usability	Confusing	0	0
5580	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Playfulness	I feel Spontaneous	0	0
5581	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Playfulness	I feel Imaginative	0	0
5582	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Playfulness	I feel Creative	0	0
5583	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Playfulness	I feel Happiness	0	0
5584	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Playfulness	I feel Original	0	0
5585	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Playfulness	I feel Innovative	0	0
5586	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Pleasure	I feel Joyful	0	0
5587	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Pleasure	I feel Pleasure	0	0
5588	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Pleasure	I feel Gratified	0	0
5589	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Pleasure	I feel Satisfied	0	0
5590	2E5	Absorption in Activity	75	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Pleasure	I feel Relaxed	0	0
5591	1E	System Reliability	11	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Service Quality	The site is reliable	0	0
5592	1D5	Trusted	54	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Service Quality	The site provides reliable information	0	0
5593	1D2	Accurate Content	51	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Service Quality	The site makes no mistakes	0	0
5594	1E	System Reliability	11	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Service Quality	There are no unnecessary service delays	0	0
5595	2A4	Task Compatibility	61	Assessing Dimensions of Perceived Visual Aesthetics of Websites	Lavie	2004	Service Quality	The site helps in solving users’ problems	0	0
5596	1F	Speed	12	Determinants of Success for Application Service Provider	Lee 	2007	System Quality	Response time	0	0
5597	1E	System Reliability	11	Determinants of Success for Application Service Provider	Lee 	2007	System Quality	System reliability	0	0
5598	1E	System Reliability	11	Determinants of Success for Application Service Provider	Lee 	2007	System Quality	System availability	0	0
5599	1D2	Accurate Content	51	Determinants of Success for Application Service Provider	Lee 	2007	Information Quality	Accuracy	0	0
5600	1D7	Format Output	56	Determinants of Success for Application Service Provider	Lee 	2007	Information Quality	Format	0	0
5601	1D1	Up to Date Content	50	Determinants of Success for Application Service Provider	Lee 	2007	Information Quality	Timeliness	0	0
5602	1F	Speed	12	Determinants of Success for Application Service Provider	Lee 	2007	Service Quality	Responsiveness	0	0
5603	1D2	Accurate Content	51	Determinants of Success for Application Service Provider	Lee 	2007	Service Quality	Reliability	0	0
5604	1D5	Trusted	54	Determinants of Success for Application Service Provider	Lee 	2007	Service Quality	Assurance	0	0
5605	1D5	Trusted	54	Determinants of Success for Application Service Provider	Lee 	2007	Service Quality	Empathy	0	0
5606	6	Intention for Use	6	Determinants of Success for Application Service Provider	Lee 	2007	Intention to Use	Intention to use	0	0
5607	6	Intention for Use	6	Determinants of Success for Application Service Provider	Lee 	2007	Intention to Use	Intention to future use	0	0
5608	2E4	Scales	74	Determinants of Success for Application Service Provider	Lee 	2007	User Satisfaction	Dissatisfied/satisfied	0	0
5609	2E4	Scales	74	Determinants of Success for Application Service Provider	Lee 	2007	User Satisfaction	Displeased/pleased	0	0
5610	2E4	Scales	74	Determinants of Success for Application Service Provider	Lee 	2007	User Satisfaction	Frustrated/contented	0	0
5611	2E4	Scales	74	Determinants of Success for Application Service Provider	Lee 	2007	User Satisfaction	Terrible/delighted	0	0
5612	1D5	Trusted	54	Determinants of Success for Application Service Provider	Lee 	2007	Trust	Benevolence	0	0
5613	1D5	Trusted	54	Determinants of Success for Application Service Provider	Lee 	2007	Trust	Integrity	0	0
5614	1D5	Trusted	54	Determinants of Success for Application Service Provider	Lee 	2007	Trust	Competence	0	0
5615	3C1	Quantity Output	85	Determinants of Success for Application Service Provider	Lee 	2007	Individual Benefit	Productivity increase	0	0
5616	2A3	Job Compatibility	60	Determinants of Success for Application Service Provider	Lee 	2007	Individual Benefit	Usefulness in job	0	0
5617	3C1	Quantity Output	85	Determinants of Success for Application Service Provider	Lee 	2007	Individual Benefit	Accomplishment of more work	0	0
5618	4F	Perceived Costs	31	Determinants of Success for Application Service Provider	Lee 	2007	Organizational Benefit	IS development cost reduction	0	0
5619	4F	Perceived Costs	31	Determinants of Success for Application Service Provider	Lee 	2007	Organizational Benefit	IS related cost reduction	0	0
5620	4F	Perceived Costs	31	Determinants of Success for Application Service Provider	Lee 	2007	Organizational Benefit	Overall operating cost reduction	0	0
5621	2E2	General Opinion	20	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	I am satisfied to use the VLS as a learning tool	0	0
5622	2E2	General Opinion	20	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	I am satisfied to use the VLS for knowledge management	0	0
5623	2E3	Efficiency	73	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	VLS is efficient for knowledge gathering	0	0
5624	2E3	Efficiency	73	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	VLS is efficient for knowledge analysis	0	0
5625	2E3	Efficiency	73	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	VLS is effective for knowledge construction	0	0
5626	2E3	Efficiency	73	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	VLS is effective for knowledge sharing	0	0
5627	6	Intention for Use	6	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Satisfaction	I am satisfied with the VLS and intend to use the VLS in future	0	0
5628	2A2	Style Compatibility	59	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	By using this VLS, it fits well the way I like to improve my learning in the subject of computer fundamental	0	0
5629	2A4	Task Compatibility	61	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	By using this VLS, it fits well the way that I can upgrade the efficiency of my study	0	0
5630	1I	Features	15	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	This VLS provides good functions to help me complete my learning tasks	0	0
5631	2A3	Job Compatibility	60	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	The VLS is compatible with all aspect of my study	0	0
5632	3B3	Speed of Tasks	81	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	By utilizing the VLS I can concentrate more on my other studies	0	0
5633	2E3	Efficiency	73	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	For me using the VLS to prepare my study is not efficient	0	0
5634	2E2	General Opinion	20	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Perceived Fit	I learn better with this VLS than without it	0	0
5635	6	Intention for Use	6	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	I intend to continue use the VLS for knowledge gathering	0	0
5636	6	Intention for Use	6	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	I intend to continue use the VLS for knowledge construction	0	0
5637	6	Intention for Use	6	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	I intend to continue use the VLS for knowledge sharing	0	0
5638	6	Intention for Use	6	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	Next time I am willing to use the VLS to prepare the course works	0	0
5639	2A4	Task Compatibility	61	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	I think the functions of the VLS are suitable for learners	0	0
5640	2C4	Expression of Benefit	70	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	I will recommend other people to use the VLS	0	0
5641	2C4	Expression of Benefit	70	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Continuance Intention	Overall, I intend to continue use the VLS	0	0
5642	3C1	Quantity Output	85	Perceived Fit and Satisfaction on Web Learning Performance	Lin	2012	Positive Impacts on Learning	This VLS has positive impacts on my learning in terms of effectiveness and productivity	0	0
